"","ID","Name.in.English","Name.in.French","Name.in.Spanish","Countries","Country.codes.alpha.3","ISO639.3.codes","Degree.of.endangerment","Alternate.names","Name.in.the.language","Number.of.speakers","Sources","Latitude","Longitude","Description.of.the.location","Country","Region","City"
"2302",170,"Badala","badala","badala","Australia","AUS","","Critically endangered","","",0,"",-25,153,"","AU","4","Howard"
"2303",12,"Baga Kalem","baga kaloum","baga kalem","Guinea","GIN","","Extinct","","",0,"Tucker Childs",10,-14,"","GN","4","Conakry"
"2304",9,"Baga Mboteni","baga mboteni","baga emboteni","Guinea","GIN","bgm","Critically endangered","","",0,"Tucker Childs",11,-15,"","GN","3","Kamsar"
"2305",855,"Barbareño","barbareño","barbareño","United States of America","USA","boi","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",34,-120,"","US","CA","Carpinteria"
"2306",2205,"Barzani Jewish Neo-Aramaic (Iraq)","judéo-araméen barszani (Iraq)","neo-arameo judío barzani (Iraq)","Iraq","IRQ","bjf","Extinct","Lishan Didan, Lishan Dideni, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic","",0,"H. Mutzafi (p.c.)
Mutzafi, H. The Jewish Neo-Aramaic Dialect of Koy Sanjaq (Iraqi Kurdistan)
Semitica Viva 32, Wiesbaden: Harrassowitz, 2004.",36,44,"Province of Irbil, Iraqi Kurdistan","IQ","11","Erbil"
"2307",2048,"Basay","basay","basay","China","CHN","byq","Extinct","Kawanuwan","",0,"",25,122,"Taiwan Province","TW","3","Taipei"
"2308",1692,"Baygo","baygo","baygo","Sudan","SDN","byg","Extinct","Beygo","",0,"Ethnologue",12,25,"","SD","49","Nyala"
"2309",1653,"Berakou","berakou","babalia","Chad","TCD","bxv","Extinct","","",0,"Ethnologue",13,15,"",NA,NA,NA
"2310",1695,"Berti","berti","berti","Sudan","SDN","byt","Extinct","","",0,"Ethnologue",15,26,"",NA,NA,NA
"2311",2661,"Bina","bina","bina","Papua New Guinea","PNG","bmn","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10,150,"Southeastern hinterland, eastern part of central Province","PG","3","Waigani"
"2312",53,"Birgid","birgid","birked","Sudan","SDN","brk","Extinct","Birkit","",0,"Ethnologue",15,25,"",NA,NA,NA
"2313",1894,"Cacaopera","cacaopera","cacaopera","Nicaragua","NIC","ccr","Extinct","","",0,"Article by Danilo Salamanca",13,-88,"Around the Gulf of Fonseca","SV","11","San Miguel"
"2314",135,"Cape Khoekhoe","khoekhoe du Cap","nama","South Africa","ZAF","naq","Extinct","Cape Hottentot","",0,"Wilfried Haacke (p.c.)",-34,20,"","ZA","11","Robertson"
"2315",1338,"Cappadocian Greek (Turkey)","grec cappadocien (Turquie)","griego capadocio (Turquía)","Turkey","TUR","cpg","Extinct","","",0,"",38,33,"Cappadocia in central Turkey, notably in Sille (Silli) near Konya, villages near Kayseri, and Faras (Pharasa) and adjacent villages, before the population exchanges; Cappadocian Greek was thought to be extinct until Mark Janse and Dimitris Papazachariou discovered speakers in 2005, cf.  Cappadocian Greek (Greece); an outlying dialect of Greek","TR","71","�lmez"
"2316",890,"Catawba","catawba","catauba","United States of America","USA","chc","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35,-81,"Catawba Indian Nation of York County, South Carolina; Rock Hills, SC.","US","NC","Matthews"
"2317",255,"Cayuga (Oklahoma)","cayuga (Oklahoma)","cayuga (Oklahoma)","United States of America","USA","cay","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",37,-95,"Northeastern Oklahoma;  Six Nations Reserve at Grand River, Ontario, Canada.","US","KS","Columbus"
"2318",881,"Cayuse","cayuse","cayuse","United States of America","USA","xcy","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",45,-119,"","US","OR","Pilot Rock"
"2319",808,"Central Kalapuyan","kalapuya central","kalapuya central","United States of America","USA","kyl","Extinct","Santiam","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",44,-123,"","US","OR","Eugene"
"2320",519,"Chairel","","","India","IND","","Extinct","Chakpa","",0,"",25,94,"","IN","17","Imphal"
"2321",587,"Cholon","cholon","cholón","Peru","PER","cht","Extinct","Seeptsá, Tinganeses","",0,"Alexander-Bakkerus, '18th century Cholón'  (2005)",-9,-76,"Departamento de  Huánuco, cuenca del río Huallaga, entre los poblados de  Tingo María y Valle.","PE","10","Tingo Mar�a"
"2322",8,"Coptic","copte","copto","Egypt","EGY","cop","Extinct","Neo-Egyptian","",0,"Ethnologue and 2nd  edition data",27,29,"Liturgical language of the Coptic Church, Bohairic dialect. No first-language speakers; it probably became extinct in the 17th century. Coptic is still taught in churches and it is claimed that there may be speakers with at least near native competency.",NA,NA,NA
"2323",798,"Cowlitz","cowlitz","cowlitz","United States of America","USA","cow","Extinct","","",0,"",46,-123,"","US","OR","Beaverton"
"2324",594,"Culle","culle","culle","Peru","PER","","Extinct","Culli, Ilinga","",0,"M. Flores Reina (pers. comm.)
A. Chirinos Rivera (pers. comm.)
Fieldwork data.
",-8,-78,"Departamento de  La  Libertad, centralmente en la provincia de  Santiago de  Chuco y territorios adyacentes. Also in Cajabamba (Cajamarca); Pallasca and Corongo (Ancash).","PE","13","Huamachuco"
"2325",1609,"Cuman","","","Hungary","HUN","","Extinct","","",0,"",47,20,"the region of Cumania in Hungary; earlier spread over a large area of Eastern Europe","HU","6","Don�t"
"2326",868,"Cupeño","cupeno","cupeño","United States of America","USA","cup","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",33,-117,"","US","CA","Carlsbad"
"2327",345,"Dalmatian","dalmate","dálmata","Croatia","HRV","dlm","Extinct","","",0,"Žarko Muljačić: Dalmatisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 947–950.",45,15,"Krk (Veglia) on the coast of Dalmatia; earlier also Zadar (Zara) and Dubrovnik (Ragusa)","HR","12","Kras"
"2328",129,"Deti","deti","cuengo deti","Botswana","BWA","shg","Extinct","Language belonging to the Shua-Tshwa cluster.","",0,"Andrew Chebanne (p.c.)",-21,24,"Pointer at settlement of previous Deti speakers.",NA,NA,NA
"2329",2073,"Dharug","dharug","iyora","Australia","AUS","nil","Critically endangered","Daruk, Dharuk","",0,"",-34,151,"","AU","2","Sydney"
"2330",2075,"Dhurga","dhurga","dhurga","Australia","AUS","dhu","Critically endangered"," Dhu'rga, Durga, Thoorga, Tharumba","",0,"",-35,150,"","AU","2","Kenmore"
"2331",2201,"Dicamay Agta","agta de Dicamay","agta de Dicamay","Philippines","PHL","duy","Extinct","Dumagat, Dicamay Dumagat","",0,"",17,122,"","PH","31","Jones"
"2332",1904,"Dorasque","","Dorasque","Panama","PAN","","Extinct","","",0,"Ethnologue",NA,NA,"",NA,NA,NA
"2333",2629,"Dororo","dororo","dororo","Solomon Islands","SLB","drr","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8,157,"Western New Georgia","SB","0","Gizo"
"2334",41,"Duli","duli","duli","Cameroon","CMR","duz","Extinct","","",0,"Ethnologue",9,14,"",NA,NA,NA
"2335",177,"Dungidjau","dungidjau","dungidjau","Australia","AUS","","Extinct","","",0,"",-27,152,"","AU","4","Moore"
"2336",438,"Dura","dura","dura","Nepal","NPL","drq","Extinct","दुरा","",0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",28,84,"Lamjuṅ district, between Pāũdī and Midim rivers.","NP","",""
"2337",259,"Eastern Abenaki","abénaqui oriental","abenakí oriental","United States of America","USA","aaq","Extinct","Penobscot (dialect)","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",45,-69,"","US","ME","Bangor"
"2338",470,"Eastern Kamchadal","","","Russian Federation","RUS","","Extinct","","",0,"А. П. Володин: Ительменский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 60–71.",57,161,"the eastern coast of central Kamchatka and in the basin of the river Kamchatka",NA,NA,NA
"2339",833,"Eastern Pomo","pomo oriental","pomo oriental","United States of America","USA","peb","Extinct","","",0,"",39,-123,"","US","CA","Santa Rosa"
"2340",782,"Eel River Athabaskan","athabaskan d'Eel River","wailaki","United States of America","USA","wlk","Extinct","Eel River Athabaskan; dialect clusters include Sinkyone, Nongatl, Lassik, and Wailaki.","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",40,-124,"Formerly spoken along the Eel River and its major tributaries in Humboldt and Mendocino Counties.","US","CA","Redway"
"2341",56,"Eliri","eliri","nding","Sudan","SDN","eli","Severely endangered","","",0,"",5,31,"",NA,NA,NA
"2342",92,"Elmolo","elmolo","emolo","Kenya","KEN","elo","Extinct","","",0,"Bernd Heine",3,37,"",NA,NA,NA
"2343",1321,"Eotile","éotilé","beti","Côte d'Ivoire","CIV","eot","Extinct","Beti","",0,"Roger Blench",5,-3,"","CI","89","Aboisso"
"2344",150,"Eyak","eyak","eyak / eyaco","United States of America","USA","eya","Extinct","","",0,"",60,-143,"",NA,NA,NA
"2345",180,"Gaagudju","gaagudju","gagadú","Australia","AUS","gbu","Extinct","Gagadu, Kakdjuan, Kakdju, Kakadu, Abdedal, Abiddul, Kakakta","",0,"",-12,133,"","AU","3","Oenpelli"
"2346",89,"Gafat","gafat","gafat","Ethiopia","ETH","gft","Extinct","","",0,"Moges Yilma",11,36,"",NA,NA,NA
"2347",1893,"Garífuna (Nicaragua)","garifuna (Nicaragua)","garífuna (Nicaragua)","Nicaragua","NIC","cab","Critically endangered","","",0,"Recent article by Danilo Salamanca",13,-84,"Orinoco in the Regiones Atlánticas Autónomas del Sur",NA,NA,NA
"2348",1687,"Ge'ez","Ge'ez","gueez","Ethiopia","ETH","gez","Extinct","","",0,"",9,39,"","ET","10","Addis Ababa"
"2349",2671,"Getmata","getmata","getmata","Papua New Guinea","PNG","get","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6,149,"West New Britain",NA,NA,NA
"2350",42,"Gey","gey","gueve","Cameroon","CMR","guv","Extinct","","",0,"Ethnologue",9,14,"",NA,NA,NA
"2351",358,"Gothic","","","Ukraine","UKR","","Extinct","","",0,"",45,34,"the Crimea","UA","11","Frunze"
"2352",4,"Guanche","","","Spain","ESP","","Extinct","","",0,"",28,-16,"the Canary Islands","ES","53","La Coru�a"
"2353",68,"Gule","gule","gule","Sudan","SDN","gly","Extinct","","",0,"Ethnologue",10,34,"",NA,NA,NA
"2354",2632,"Guliguli","","","Solomon Islands","SLB","gli","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8,157,"Western New Georgia","SB","0","Gizo"
"2355",601,"Gününa Küne","gününa yajich","puelche","Argentina","ARG","pue","Extinct","The language is called Gününa Yájich.","",0,"- Adelaar, Willem. 2004. The languages of the Andes.Cambridge: Cambridge University Press.
- http://wals.info/languoid/lect/wals_code_gku",-43,-68,"",NA,NA,NA
"2356",1121,"Gyasumdo","gyasumdo","gyasumdo","Nepal","NPL","","Definitely endangered","","",0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com

",29,84,"lower Manang valley",NA,NA,NA
"2357",807,"Hanis","hanis","hanis","United States of America","USA","csz","Extinct","Coos","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",43,-124,"","US","OR","North Bend"
"2358",2045,"Hoanya","hoanya","hoanya","China","CHN","ppu","Extinct","","",0,"",24,120,"Taiwan Province","TW","4","Hoho"
"2359",59,"Homa","homa","homa","Sudan","SDN","hom","Extinct","","",0,"Ethnologue",6,27,"",NA,NA,NA
"2360",1651,"Horo","horo","horo","Chad","TCD","hor","Extinct","","",0,"Ethnologue",9,18,"","TD","11","Sahr"
"2361",2219,"Hpun","hpun","hpon","Myanmar","MMR","hpo","Extinct","Hpon","",0,"",25,97,"",NA,NA,NA
"2362",1817,"Huitoto (Brazil)","huitoto (Brésil)","huitoto (Brasil)","Brazil","BRA","hto, huu, hux","Extinct","Witoto, Oitoto","",0,"Databank Moore, 2008.",-2,-66,"","BR","4","Fortaleza"
"2363",2592,"Hukumina","hukumina","hukumina","Indonesia","IDN","huw","Extinct","Bambaa","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,126,"Buru Island, Maluku","ID","28","Ternate"
"2364",1537,"Huron-Wyandot (United States of America)","wyandotte (États-Unis d'Amérique)","huron (Estados Unidos)","United States of America","USA","wya","Extinct","Wendat, Huron-Wyandotte","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",37,-95,"Huron and Wyandotte is the same language. The last speakers were in the  Wyandotte Tribe of Oklahoma, and Huron settled at Lorette, near Quebec City.","US","KS","Columbus"
"2365",2642,"Ifo","ifo","ifo","Vanuatu","VUT","iff","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-19,169,"Northeastern Erromanga Island",NA,NA,NA
"2366",854,"Ineseño","ineseño","ineseño","United States of America","USA","inz","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35,-120,"","US","CA","Lompoc"
"2367",298,"Island Carib","caraïbe","caribe isleño","Dominica","DMA","crb","Extinct","","",0,"",15,-61,"Carib Indian reservation on the eastern coast of Dominica. ","DM","",""
"2368",857,"Island Chumash","chumash","chumasho","United States of America","USA","crz","Extinct","Cruzeño","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",34,-119,"","US","CA","Piru"
"2369",1925,"Jorá","jorá","jorá","Bolivia (Plurinational State of)","BOL","jor","Critically endangered","","",0,"",-14,-63,"",NA,NA,NA
"2370",696,"Judeo-Berber (Morocco)","judéo-berbère (Maroc)","judeo-bereber (Marruecos)","Morocco","MAR","jbe","Extinct","Judeo-Tamazight, Tamazight des juifs marocains","",0,"Haim Zafrani, Paulette-Galland Pernet, Daniel Schroeter, websites.",31,-7,"Several areas in the Higher and the Middle Atlas (Sous): the Ouarzazate area, and Boumalne Dades, Imini, Tinghir (Tinerhir), in the Draa valley
Between Tiznit and Tafraout, around Ouijjane","MA","22","Aguilal"
"2371",477,"Kamas","kamasse","kamas","Russian Federation","RUS","xas, zkb","Extinct","Koibal (dialect); a suffixed variant such as “Kamassian” is uncalled for","",0,"Péter Simoncsics: Kamassian. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 580–601.",58,93,"formerly spoken in the eastern part of the Minusinsk region, in modern Krasnoyarsk Region; the area became gradually restricted to the Kan and Mana river basins and their sources on the northwesternmost slopes of the Eastern Sayan mountains; the last Kamas-speaking community lived in the village of Abalakovo","RU","39","Strelka"
"2372",1353,"Kamas Turk","turc kamasse","kamasiano","Russian Federation","RUS","kjh","Extinct","","",0,"",58,93,"Abalakovo village in Krasnoyarsk Region; an extinct outlying dialect of Khakas spoken by the last speakers of Kamas (Samoyed)","RU","39","Strelka"
"2373",2675,"Kaniet","kaniet","kaniet","Papua New Guinea","PNG","ktk","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1,146,"Anchorite and Kaniet Islands, Manus Province",NA,NA,NA
"2374",1548,"Kansa","kansa","kansa","United States of America","USA","ksk","Extinct","Kaw","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",37,-97,"Kaw Nation at Kaw City, Oklahoma.","US","OK","Tonkawa"
"2375",341,"Karaim (Crimea)","karaïm (Crimée)","karaím (Crimea)","Ukraine","UKR","kdr","Extinct","","",0,"Éva Ágnes Csató: Karaim. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001.",45,34,"Yevpatoriya region","UA","11","Frunze"
"2376",2677,"Karami","karami","karami","Papua New Guinea","PNG","xar","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-7,144,"Gulf Province next to Western Province","PG","2","Kikori"
"2377",1517,"Karelian (Valday)","carélien (Valday)","carelio (Valday)","Russian Federation","RUS","krl","Extinct","","",0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",58,33,"Valday region in Novgorod Province","RU","52","Parad"
"2378",2091,"Katabaga","katabaga","catabaga","Philippines","PHL","ktq","Extinct","","",0,"",13,123,"","PH","16","Lourdes"
"2379",783,"Kato","kato","kato","United States of America","USA","ktw","Extinct","Cahto","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",40,-123,"","US","CA","Covelo"
"2380",2596,"Kayeli","kayeli","kayeli","Indonesia","IDN","kzl","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,127,"Buru Island, Maluku","ID","16","Namlea"
"2381",2634,"Kazukuru","kazukuru","kazukuru","Solomon Islands","SLB","kzk","Extinct","","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8,157,"Western New Georgia","SB","0","Gizo"
"2382",126,"Kede","kede","kede","Angola","ANG","","Extinct","","",0,"Carlos Estermann",-17,16,"Used to be spoken north of the Namibian-Angolan border.",NA,"33","Oshikango"
"2383",371,"Kemi Saami","","","Finland","FIN","","Extinct","“Kemi Sami” (outdated spelling)","",0,"",67,28,"Sodankylä and Kuolajärvi (Salla) counties in Lapland Province","FI","6","Savukoski"
"2384",2286,"Kenaboi","kenaboi","kenaboi","Malaysia","MYS","","Extinct","","",0,"Bradley 2007",3,102,"","MY","14","Kuala Lumpur"
"2385",479,"Kerek","kerek","kerek","Russian Federation","RUS","krk","Extinct","","",0,"А. П. Володин: Керекский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 53–60. | В. Ю. Гусев: Керекский язык http://lingsib.unesco.ru/ru/languages/kerek.shtml.htm",63,177,"originally the Bering Sea coast between the Olyutor Bay and the Anadyr Bay, later only in the villages of Meynypil'gino and Khatyrka in Beringovskiy County in Chukchi Autonomous District",NA,NA,NA
"2386",2050,"Ketangalan","ketangalan","ketangalano","China","CHN","kae","Extinct","","",0,"",25,121,"Taiwan Province","TW","4","Hsinchu"
"2387",1148,"Khaccaḍ Bhoṭe","tibétain d'âne","bhotte","Nepal","NPL","","Definitely endangered","खच्चड भोटे; Mule Tibetan","",0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",28,85,"Dhāibuṅ area, northeast of Nuvākoṭ","NP","0","Kathmandu"
"2388",1613,"Kilit","kilit","kilit","Azerbaijan","AZE","","Extinct","","",0,"А. Г. Гасанов: Вопросы диалектологии тюркских языков 4 (1966).",39,46,"Kilit village in Ordubad County of the Nakhichevan region, Azerbaijan; closely related to but distinct from Talysh; presumably an outlying dialect of Tati, otherwise only known from Iran","AM","8","Geghi"
"2389",137,"Kinare","kinare","kinare","Kenya","KEN","","Extinct","","",0,"Franz Rottland",-1,37,"","KE","5","Nairobi"
"2390",822,"Klamath-Modoc","klamath","lutuamí-modoco","United States of America","USA","kla","Extinct","","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",43,-122,"Klamaths were in south-central Oregon and the Modocs inf the Tule Lake area in adjacent northeastern California.  After the Modoc War of 1872-1873 some Modocs were taken to Oklahoma. Klamath survived until 2003 in and around the former reservation community of Chiloquin, Oregon.","US","OR","Chiloquin"
"2391",828,"Konomihu","konomihu","konomihu","United States of America","USA","sht","Extinct","Konomihu Shasta","",0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",41,-123,"Along the Salmon River, around Forks of Salmon, CA.","US","CA","Weaverville"
"2392",100,"Kore","Kore","koyra","Kenya","KEN","","Extinct","","",0,"Bernd Heine",-2,41,"Last speaker  lived on Lamu Island.","KE","2","Lamu"
"2393",485,"Kott","","","Russian Federation","RUS","","Extinct","Assan (a local name or a dialect); ассанский","",0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",56,95,"the basin of the river Kan, an eastern tributary to the upper Yenisey, to the south of Krasnoyarsk","RU","39","Ural"
"2394",618,"Krenjê","krenjê","kreye","Brazil","BRA","xre","Extinct","Krem-Ye, Crenge, Crange, Creye, Crenye, Taze, Tage","",0,"www.socioambiental.org
www.ethnologue.com
Balée, William, Footprints of the Forest, 1999.",-3,-47,"The group lives in the indigenous lands Alto Rio Guamá Municipality of Paragominas, south-western Pará state - Brazil.","BR","16","Paragominas"
"2395",1354,"Krevin","","","Latvia","LVA","","Extinct","Krevinian","",0,"Eberhard Winkler: Krewinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 955.",56,24,"around and to the south-east of Bauska in Semigallia; an extinct outlying dialect of Vote","LT","",""
"2396",2046,"Kulun","kulun","kulun","China","CHN","uun","Extinct","Kulon","",0,"",25,121,"Taiwan Province","TW","4","Hsinchu"
"2397",189,"Kurtjar","gurdjar","gurdjar","Australia","AUS","gdj","Extinct","Gurdjar,  Kurtjjar.","",0,"",-18,140,"","AU","4","Burketown"
"2398",121,"Kw'adza","kw'adza","kw'adza","United Republic of Tanzania","TZA","wka","Extinct","Qwadza","",0,"Christopher Ehret, Roland Kießling",-5,36,"","TZ","27","Kondoa"
"2399",124,"Kwadi","kwadi","kuadí","Angola","ANG","kwz","Extinct","","",0,"Carlos Estermann, António de Almeida, Ernst Westphal (cf. Matthias Brenzinger 2007:188)",-15,12,"","AO","13","Namibe"
"2400",125,"Kwisi","kwisi","kwisi","Angola","ANG","","Extinct","Cuissi","",0,"Carlos Estermann, Ernst Westphal",-17,13,"","AO","7","Onc�cua"
"2401",460,"Kyakala","","","China","CHN","","Extinct","Qiakala","",0,"",45,129,"between the Ussuri and Sungari basins in northeastern Manchuria; an extinct outlying dialect of Udege not listed at all by the SIL","CN","8","Hailin"
"2402",2134,"Laghu","laghu","laghu","Solomon Islands","SLB","lgb","Extinct","Korighole, Katova","",0,"Tryon & Hackman 1983
Communication with Bill Palmer",-8,159,"Santa Isabel","SB","",""
"2403",1149,"Langthang Tibetan","tibétain du Langthang","langthang","Nepal","NPL","","Definitely endangered","’Langthang Tibetan; लाङ्थाङ भोटे","",0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",28,86,"near ’Langthang Himāl, in the northern part of Bāgmatī zone.","NP","0","Banepa"
"2404",301,"Lenca","lenca","lenca","El Salvador, Honduras","SLV, HND","len","Extinct","","",0,"",14,-87,"","HN","8","Tegucigalpa"
"2405",111,"Li-Ngbee","Ngbee","ngbee","Democratic Republic of the Congo","ZAI","jgb","Extinct","","",0,"Ethnologue",2,28,"",NA,NA,NA
"2406",2597,"Liliali","liliali","liliali","Indonesia","IDN","kzl","Extinct","Leliali","",0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,127,"Buru Island, Maluku","ID","16","Namlea"
"2407",788,"Lipan","lipan","lipán","United States of America","USA","apl","Extinct","Lipan Apache","",0,"Golla et al. ms.",33,-106,"Mescalero Reservation of New Mexico","US","NM","Mescalero"
